Order_ID,Order_Date,Store_ID,Store_Name,Region,State,City,Product_ID,Product_Name,Product_Category,Beverage_Size,Temperature,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Sales_Channel,Payment_Method,Customer_Type,Promo_Flag,Loyalty_Member,Order_Status,Weather,Daypart
ORD-100893,4/24/2024,DK009,Dunkins Store DK009,Northeast,Massachusetts,Boston,B003,Cold Brew,Coffee,Large,Iced,1,4.77,0.05,4.53,1.03,3.5,Delivery,Credit Card,New,Yes,Yes,Completed,Rainy,Afternoon
ORD-100894,3/3/2023,DK019,Dunkins Store DK019,West,Washington,Seattle,F001,Glazed Donut,Bakery,NA,NA,3,1.75,0,5.25,1.33,3.92,In-Store,Credit Card,Returning,No,Yes,Completed,Sunny,Morning
ORD-100895,2/18/2023,DK023,Dunkins Store DK023,Midwest,Illinois,Chicago,F002,Bagel with Cream Cheese,Bakery,NA,NA,1,3.6,0.05,3.42,1,2.42,In-Store,Debit Card,New,Yes,Yes,Completed,Cloudy,Morning
ORD-100896,1/12/2024,DK020,Dunkins Store DK020,South,Texas,Dallas,B012,Mango Refresher,Refreshers,Small,Iced,1,4.12,0.2,3.3,1.18,2.12,Mobile App,Mobile Wallet,Returning,Yes,Yes,Completed,Cold,Morning
ORD-100897,10/4/2024,DK001,Dunkins Store DK001,Northeast,New Jersey,Jersey City,B002,Iced Coffee,Coffee,Medium,Iced,2,3.62,0.1,6.52,1.75,4.77,Mobile App,Gift Card,New,Yes,No,Completed,Rainy,Morning
ORD-100898,8/10/2023,DK019,Dunkins Store DK019,Midwest,Illinois,Chicago,B002,Iced Coffee,Coffee,Small,Iced,2,3.33,0.1,5.99,1.66,4.33,Mobile App,Credit Card,New,Yes,Yes,Completed,Cloudy,Morning
ORD-100899,5/28/2023,DK022,Dunkins Store DK022,Northeast,Massachusetts,Boston,B003,Cold Brew,Coffee,Medium,Iced,1,4.17,0.1,3.75,0.94,2.81,Mobile App,Debit Card,New,Yes,Yes,Completed,Snowy,Afternoon
ORD-100900,8/31/2023,DK008,Dunkins Store DK008,Northeast,Pennsylvania,Philadelphia,B003,Cold Brew,Coffee,Small,Iced,2,3.84,0.15,6.53,2.07,4.46,Delivery,Mobile Wallet,Returning,Yes,No,Completed,Sunny,Evening
ORD-100901,11/23/2023,DK005,Dunkins Store DK005,Northeast,Massachusetts,Boston,B012,Mango Refresher,Refreshers,Large,Iced,1,5.21,0,5.21,1.09,4.12,Mobile App,Debit Card,Returning,No,No,Completed,Snowy,Morning
ORD-100902,12/22/2024,DK001,Dunkins Store DK001,West,Washington,Seattle,B012,Mango Refresher,Refreshers,Large,Iced,2,4.96,0.2,7.94,2.34,5.6,In-Store,Cash,New,Yes,Yes,Completed,Cloudy,Night
ORD-100903,11/3/2024,DK020,Dunkins Store DK020,Midwest,Indiana,Indianapolis,B010,Frozen Chocolate,Frozen Drinks,Large,Frozen,3,6.29,0.1,16.98,5.5,11.48,Drive-Thru,Credit Card,New,Yes,Yes,Completed,Cloudy,Afternoon
ORD-100904,9/15/2023,DK011,Dunkins Store DK011,South,North Carolina,Charlotte,B011,Strawberry Refresher,Refreshers,Medium,Iced,3,4.81,0.1,12.99,3.5,9.49,In-Store,Gift Card,Returning,Yes,Yes,Completed,Sunny,Evening
ORD-100905,2/2/2023,DK010,Dunkins Store DK010,West,California,Los Angeles,B002,Iced Coffee,Coffee,Small,Iced,5,3.22,0.05,15.29,3.94,11.35,Delivery,Mobile Wallet,New,Yes,No,Completed,Rainy,Morning
ORD-100906,5/3/2023,DK024,Dunkins Store DK024,Northeast,New Jersey,Jersey City,B005,Cappuccino,Espresso,Medium,Hot,1,4.79,0.2,3.83,1.2,2.63,In-Store,Mobile Wallet,New,Yes,Yes,Completed,Snowy,Morning
ORD-100907,4/24/2024,DK010,Dunkins Store DK010,Midwest,Ohio,Columbus,B007,Matcha Latte,Tea,Medium,Hot,4,4.8,0,19.2,5.76,13.44,In-Store,Cash,Returning,No,No,Completed,Snowy,Afternoon
ORD-100908,9/20/2024,DK019,Dunkins Store DK019,Northeast,Pennsylvania,Philadelphia,B001,Original Blend Coffee,Coffee,Medium,Hot,6,3.18,0.05,18.13,3.83,14.3,In-Store,Gift Card,Returning,Yes,No,Completed,Sunny,Morning
ORD-100909,1/4/2024,DK024,Dunkins Store DK024,Northeast,Pennsylvania,Philadelphia,B007,Matcha Latte,Tea,Small,Iced,1,4.85,0.1,4.37,1.34,3.03,In-Store,Mobile Wallet,New,Yes,No,Completed,Cold,Morning
ORD-100910,7/7/2023,DK011,Dunkins Store DK011,Midwest,Ohio,Columbus,F003,Muffin,Bakery,NA,NA,1,2.84,0,2.84,0.78,2.06,Delivery,Mobile Wallet,New,No,No,Completed,Snowy,Afternoon
ORD-100911,2/18/2024,DK016,Dunkins Store DK016,South,Florida,Miami,F002,Bagel with Cream Cheese,Bakery,NA,NA,3,3.65,0.1,9.86,3,6.86,Mobile App,Mobile Wallet,New,Yes,No,Completed,Sunny,Morning
ORD-100912,11/25/2024,DK005,Dunkins Store DK005,Midwest,Indiana,Indianapolis,B003,Cold Brew,Coffee,Small,Iced,3,3.85,0.2,9.24,2.88,6.36,Drive-Thru,Credit Card,Returning,Yes,No,Completed,Rainy,Morning
ORD-100913,3/18/2023,DK018,Dunkins Store DK018,South,Texas,Dallas,B001,Original Blend Coffee,Coffee,Small,Hot,2,2.42,0.2,3.87,1.27,2.6,In-Store,Gift Card,Returning,Yes,Yes,Completed,Sunny,Morning
ORD-100914,12/4/2024,DK017,Dunkins Store DK017,Midwest,Illinois,Chicago,B012,Mango Refresher,Refreshers,Medium,Iced,3,4.31,0,12.93,3.54,9.39,Mobile App,Mobile Wallet,New,No,Yes,Completed,Sunny,Morning
ORD-100915,7/6/2023,DK017,Dunkins Store DK017,South,Georgia,Atlanta,B007,Matcha Latte,Tea,Large,Hot,1,5.82,0.1,5.24,1.42,3.82,In-Store,Cash,New,Yes,Yes,Completed,Snowy,Afternoon
ORD-100916,2/6/2023,DK012,Dunkins Store DK012,Northeast,Pennsylvania,Philadelphia,F003,Muffin,Bakery,NA,NA,3,2.97,0.15,7.57,2.34,5.23,In-Store,Mobile Wallet,New,Yes,Yes,Completed,Sunny,Morning
ORD-100917,8/30/2024,DK009,Dunkins Store DK009,Northeast,New York,New York,B012,Mango Refresher,Refreshers,Large,Iced,3,5.27,0.1,14.23,3.21,11.02,Delivery,Gift Card,New,Yes,Yes,Completed,Sunny,Morning
ORD-100918,6/10/2023,DK009,Dunkins Store DK009,Midwest,Ohio,Columbus,F003,Muffin,Bakery,NA,NA,5,2.85,0,0,0,0,Delivery,Gift Card,New,No,Yes,Cancelled,Rainy,Afternoon
ORD-100919,5/21/2024,DK023,Dunkins Store DK023,Midwest,Illinois,Chicago,B009,Frozen Coffee,Frozen Drinks,Medium,Frozen,1,5.53,0,5.53,1.68,3.85,Drive-Thru,Gift Card,Returning,No,No,Completed,Sunny,Evening
ORD-100920,2/23/2023,DK011,Dunkins Store DK011,Northeast,Pennsylvania,Philadelphia,B004,Latte,Espresso,Medium,Iced,5,4.81,0,24.05,6.43,17.62,Mobile App,Mobile Wallet,New,No,Yes,Completed,Cloudy,Morning
ORD-100921,12/3/2023,DK029,Dunkins Store DK029,Midwest,Illinois,Chicago,B012,Mango Refresher,Refreshers,Medium,Iced,1,4.22,0,4.22,1.12,3.1,Mobile App,Gift Card,New,No,Yes,Completed,Cloudy,Morning
ORD-100922,2/27/2023,DK006,Dunkins Store DK006,West,California,Los Angeles,F003,Muffin,Bakery,NA,NA,1,3.05,0.1,2.75,0.83,1.92,In-Store,Cash,New,Yes,No,Completed,Cold,Morning
ORD-100923,7/27/2024,DK007,Dunkins Store DK007,Midwest,Illinois,Chicago,F002,Bagel with Cream Cheese,Bakery,NA,NA,4,3.68,0.1,13.25,3.66,9.59,Delivery,Credit Card,New,Yes,Yes,Completed,Sunny,Afternoon
ORD-100924,12/23/2023,DK002,Dunkins Store DK002,West,Washington,Seattle,B003,Cold Brew,Coffee,Large,Iced,1,4.7,0.1,4.23,1.08,3.15,In-Store,Cash,Returning,Yes,No,Completed,Snowy,Night
ORD-100925,3/17/2024,DK018,Dunkins Store DK018,Northeast,New Jersey,Jersey City,B011,Strawberry Refresher,Refreshers,Medium,Iced,4,4.33,0,17.32,4.6,12.72,Drive-Thru,Cash,New,No,No,Completed,Cold,Afternoon
ORD-100926,12/1/2024,DK015,Dunkins Store DK015,Midwest,Indiana,Indianapolis,B012,Mango Refresher,Refreshers,Medium,Iced,1,4.71,0,4.71,1.16,3.55,In-Store,Cash,Returning,No,Yes,Completed,Cloudy,Morning
ORD-100927,8/15/2023,DK027,Dunkins Store DK027,Northeast,Pennsylvania,Philadelphia,B002,Iced Coffee,Coffee,Large,Iced,3,3.98,0.05,11.34,2.41,8.93,Delivery,Gift Card,New,Yes,Yes,Completed,Cold,Evening
ORD-100928,1/2/2024,DK017,Dunkins Store DK017,South,Texas,Dallas,B011,Strawberry Refresher,Refreshers,Medium,Iced,2,4.44,0,8.88,2.21,6.67,Mobile App,Cash,New,No,No,Completed,Snowy,Morning
ORD-100929,3/31/2024,DK015,Dunkins Store DK015,West,California,Los Angeles,F002,Bagel with Cream Cheese,Bakery,NA,NA,4,3.65,0.05,13.87,3.93,9.94,In-Store,Credit Card,Returning,Yes,No,Completed,Cloudy,Morning
ORD-100930,7/12/2024,DK026,Dunkins Store DK026,South,Georgia,Atlanta,F003,Muffin,Bakery,NA,NA,5,2.99,0.1,13.46,3.87,9.59,Delivery,Gift Card,New,Yes,No,Completed,Sunny,Morning
ORD-100931,2/19/2024,DK015,Dunkins Store DK015,South,Georgia,Atlanta,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,1,6.1,0,0,0,0,Mobile App,Gift Card,New,No,Yes,Cancelled,Rainy,Morning
ORD-100932,10/6/2024,DK009,Dunkins Store DK009,Northeast,Pennsylvania,Philadelphia,B010,Frozen Chocolate,Frozen Drinks,Medium,Frozen,1,5.7,0.05,5.42,1.78,3.64,Delivery,Cash,Returning,Yes,Yes,Completed,Snowy,Morning
ORD-100933,7/21/2023,DK012,Dunkins Store DK012,Northeast,Massachusetts,Boston,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,1,6.16,0,6.16,1.68,4.48,In-Store,Mobile Wallet,New,No,No,Completed,Rainy,Evening
ORD-100934,6/20/2023,DK018,Dunkins Store DK018,South,Florida,Miami,F001,Glazed Donut,Bakery,NA,NA,3,1.66,0.1,4.48,1.26,-1.61,In-Store,Cash,Returning,Yes,No,Refunded,Cloudy,Morning
ORD-100935,10/31/2024,DK020,Dunkins Store DK020,Midwest,Indiana,Indianapolis,B009,Frozen Coffee,Frozen Drinks,Medium,Frozen,2,6.23,0,12.46,3.02,9.44,Delivery,Cash,Returning,No,Yes,Completed,Cold,Afternoon
ORD-100936,5/22/2023,DK001,Dunkins Store DK001,Northeast,Pennsylvania,Philadelphia,B009,Frozen Coffee,Frozen Drinks,Medium,Frozen,2,5.54,0,11.08,3.34,7.74,In-Store,Debit Card,Returning,No,Yes,Completed,Snowy,Morning
ORD-100937,11/18/2023,DK001,Dunkins Store DK001,Midwest,Indiana,Indianapolis,B005,Cappuccino,Espresso,Large,Hot,2,5.21,0.2,8.34,2.27,6.07,Mobile App,Credit Card,Returning,Yes,No,Completed,Cloudy,Evening
ORD-100938,10/31/2024,DK005,Dunkins Store DK005,West,California,Los Angeles,B012,Mango Refresher,Refreshers,Large,Iced,4,4.64,0,18.56,4.15,14.41,Mobile App,Debit Card,New,No,No,Completed,Rainy,Morning
ORD-100939,6/28/2024,DK004,Dunkins Store DK004,Northeast,Massachusetts,Boston,B007,Matcha Latte,Tea,Medium,Hot,4,5.24,0.15,17.82,5.76,12.06,Drive-Thru,Credit Card,New,Yes,Yes,Completed,Cold,Morning
ORD-100940,12/31/2024,DK022,Dunkins Store DK022,South,Texas,Dallas,B012,Mango Refresher,Refreshers,Small,Iced,1,4.24,0,4.24,1.15,3.09,Delivery,Gift Card,Returning,No,Yes,Completed,Snowy,Morning
ORD-100941,3/14/2023,DK025,Dunkins Store DK025,West,California,Los Angeles,B001,Original Blend Coffee,Coffee,Small,Hot,2,2.6,0.15,4.42,1.24,3.18,Mobile App,Mobile Wallet,New,Yes,No,Completed,Cloudy,Afternoon
ORD-100942,1/7/2023,DK020,Dunkins Store DK020,South,North Carolina,Charlotte,B007,Matcha Latte,Tea,Small,Hot,4,4.82,0.05,18.32,5.31,13.01,In-Store,Cash,Returning,Yes,Yes,Completed,Snowy,Morning
ORD-100943,1/21/2023,DK018,Dunkins Store DK018,West,Arizona,Phoenix,B009,Frozen Coffee,Frozen Drinks,Medium,Frozen,5,6.07,0.05,0,0,0,Mobile App,Cash,New,Yes,Yes,Cancelled,Sunny,Morning
ORD-100944,10/1/2024,DK006,Dunkins Store DK006,South,Texas,Dallas,B012,Mango Refresher,Refreshers,Large,Iced,1,4.6,0,4.6,1.1,3.5,Drive-Thru,Cash,Returning,No,No,Completed,Cold,Afternoon
ORD-100945,5/1/2024,DK004,Dunkins Store DK004,Northeast,New York,New York,B012,Mango Refresher,Refreshers,Medium,Iced,4,4.22,0.05,16.04,4.52,11.52,In-Store,Gift Card,New,Yes,Yes,Completed,Sunny,Afternoon
ORD-100946,6/25/2024,DK002,Dunkins Store DK002,Midwest,Michigan,Detroit,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,1,6.52,0,0,0,0,In-Store,Mobile Wallet,New,No,Yes,Cancelled,Sunny,Morning
ORD-100947,11/30/2023,DK018,Dunkins Store DK018,South,Texas,Dallas,B011,Strawberry Refresher,Refreshers,Large,Iced,2,4.66,0.1,8.39,2.27,6.12,Drive-Thru,Debit Card,Returning,Yes,No,Completed,Snowy,Afternoon
ORD-100948,8/19/2023,DK017,Dunkins Store DK017,South,Georgia,Atlanta,B008,Black Tea,Tea,Medium,Iced,3,3.3,0,9.9,1.77,8.13,Drive-Thru,Debit Card,Returning,No,Yes,Completed,Sunny,Morning
ORD-100949,2/26/2024,DK016,Dunkins Store DK016,South,North Carolina,Charlotte,B006,Americano,Espresso,Small,Hot,1,3.25,0,3.25,0.78,2.47,Mobile App,Debit Card,Returning,No,No,Completed,Snowy,Night
ORD-100950,12/14/2024,DK012,Dunkins Store DK012,West,California,Los Angeles,B008,Black Tea,Tea,Large,Iced,2,3.3,0.2,5.28,1.11,4.17,Delivery,Gift Card,Returning,Yes,No,Completed,Rainy,Morning
ORD-100951,11/16/2023,DK007,Dunkins Store DK007,South,Texas,Dallas,B003,Cold Brew,Coffee,Small,Iced,1,3.95,0.15,3.36,0.97,2.39,Delivery,Gift Card,New,Yes,Yes,Completed,Snowy,Morning
ORD-100952,8/1/2024,DK004,Dunkins Store DK004,West,Washington,Seattle,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,1,6.07,0.1,5.46,1.59,3.87,Drive-Thru,Debit Card,New,Yes,No,Completed,Rainy,Evening
ORD-100953,4/16/2023,DK026,Dunkins Store DK026,Midwest,Michigan,Detroit,B010,Frozen Chocolate,Frozen Drinks,Medium,Frozen,1,6.47,0,6.47,1.86,4.61,Mobile App,Cash,New,No,Yes,Completed,Cloudy,Morning
ORD-100954,6/20/2024,DK011,Dunkins Store DK011,Northeast,Pennsylvania,Philadelphia,B010,Frozen Chocolate,Frozen Drinks,Medium,Frozen,6,5.66,0,33.96,10.24,23.72,Drive-Thru,Gift Card,Returning,No,No,Completed,Sunny,Afternoon
ORD-100955,12/23/2023,DK007,Dunkins Store DK007,Midwest,Michigan,Detroit,B001,Original Blend Coffee,Coffee,Medium,Hot,1,3.18,0,3.18,0.64,2.54,Mobile App,Gift Card,New,Yes,No,Completed,Cold,Morning
ORD-100956,3/31/2024,DK026,Dunkins Store DK026,Midwest,Michigan,Detroit,B007,Matcha Latte,Tea,Large,Hot,1,5.45,0.2,4.36,1.35,3.01,Mobile App,Credit Card,Returning,Yes,No,Completed,Cloudy,Evening
ORD-100957,2/25/2024,DK013,Dunkins Store DK013,Northeast,New York,New York,B002,Iced Coffee,Coffee,Medium,Iced,2,3.96,0.15,6.73,1.71,5.02,In-Store,Cash,New,Yes,Yes,Completed,Cold,Night
ORD-100958,1/1/2024,DK005,Dunkins Store DK005,Midwest,Illinois,Chicago,B008,Black Tea,Tea,Medium,Iced,4,3.22,0,12.88,2.3,10.58,Delivery,Credit Card,Returning,No,Yes,Completed,Rainy,Morning
ORD-100959,5/25/2023,DK012,Dunkins Store DK012,South,Florida,Miami,F003,Muffin,Bakery,NA,NA,1,3.09,0,3.09,0.84,2.25,Mobile App,Debit Card,New,Yes,Yes,Completed,Sunny,Afternoon
ORD-100960,7/4/2023,DK015,Dunkins Store DK015,South,North Carolina,Charlotte,B008,Black Tea,Tea,Large,Iced,2,3.35,0.1,6.03,1.09,4.94,Drive-Thru,Debit Card,New,Yes,No,Completed,Rainy,Morning
ORD-100961,1/9/2023,DK010,Dunkins Store DK010,Midwest,Michigan,Detroit,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,1,6.05,0.1,5.45,1.62,3.83,Mobile App,Credit Card,New,Yes,Yes,Completed,Rainy,Morning
ORD-100962,3/25/2023,DK029,Dunkins Store DK029,Northeast,New York,New York,B011,Strawberry Refresher,Refreshers,Medium,Iced,1,4.74,0.2,3.79,1.13,2.66,In-Store,Cash,New,Yes,Yes,Completed,Rainy,Morning
ORD-100963,8/1/2024,DK016,Dunkins Store DK016,West,California,Los Angeles,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,6,6.32,0.1,34.13,9.6,24.53,Drive-Thru,Gift Card,Returning,Yes,No,Completed,Snowy,Evening
ORD-100964,5/25/2024,DK006,Dunkins Store DK006,Midwest,Michigan,Detroit,B006,Americano,Espresso,Medium,Iced,4,4.08,0.1,14.69,3.1,11.59,In-Store,Gift Card,Returning,Yes,Yes,Completed,Sunny,Morning
ORD-100965,12/21/2023,DK006,Dunkins Store DK006,Midwest,Ohio,Columbus,B009,Frozen Coffee,Frozen Drinks,Large,Frozen,2,6.42,0.2,10.27,3.22,7.05,Mobile App,Credit Card,Returning,Yes,Yes,Completed,Sunny,Morning
ORD-100966,4/24/2024,DK016,Dunkins Store DK016,South,Florida,Miami,B005,Cappuccino,Espresso,Medium,Hot,3,4.84,0,14.52,3.4,11.12,Drive-Thru,Debit Card,Returning,No,No,Completed,Snowy,Afternoon
ORD-100967,3/17/2024,DK010,Dunkins Store DK010,Northeast,New York,New York,B005,Cappuccino,Espresso,Large,Hot,1,4.74,0,4.74,1.25,3.49,In-Store,Debit Card,Returning,No,Yes,Completed,Rainy,Evening
ORD-100968,8/23/2024,DK014,Dunkins Store DK014,West,Washington,Seattle,F003,Muffin,Bakery,NA,NA,3,2.96,0,8.88,2.33,6.55,Mobile App,Mobile Wallet,Returning,No,No,Completed,Rainy,Afternoon
ORD-100969,8/5/2023,DK018,Dunkins Store DK018,Northeast,Pennsylvania,Philadelphia,B011,Strawberry Refresher,Refreshers,Small,Iced,4,3.84,0.2,12.29,4.47,7.82,Delivery,Credit Card,New,Yes,Yes,Completed,Snowy,Morning
ORD-100970,2/2/2023,DK017,Dunkins Store DK017,Northeast,Massachusetts,Boston,B004,Latte,Espresso,Large,Iced,1,5.24,0,5.24,1.2,4.04,Mobile App,Cash,Returning,No,Yes,Completed,Cold,Morning
ORD-100971,4/29/2024,DK024,Dunkins Store DK024,South,Florida,Miami,B006,Americano,Espresso,Small,Hot,2,3.49,0,6.98,1.43,5.55,In-Store,Mobile Wallet,New,No,No,Completed,Snowy,Morning
ORD-100972,1/7/2024,DK013,Dunkins Store DK013,Northeast,New Jersey,Jersey City,B011,Strawberry Refresher,Refreshers,Medium,Iced,1,4.23,0,4.23,1.19,3.04,Mobile App,Cash,New,No,No,Completed,Cold,Evening
ORD-100973,2/15/2024,DK013,Dunkins Store DK013,Midwest,Ohio,Columbus,B001,Original Blend Coffee,Coffee,Medium,Hot,1,3.06,0,3.06,0.61,2.45,Drive-Thru,Debit Card,New,No,No,Completed,Cold,Morning
ORD-100974,9/2/2024,DK026,Dunkins Store DK026,Northeast,New Jersey,Jersey City,B011,Strawberry Refresher,Refreshers,Medium,Iced,2,4.82,0.15,0,0,0,Mobile App,Credit Card,New,Yes,Yes,Cancelled,Snowy,Morning
ORD-100975,4/26/2024,DK004,Dunkins Store DK004,South,Texas,Dallas,B006,Americano,Espresso,Small,Hot,1,3.33,0,3.33,0.81,2.52,Drive-Thru,Gift Card,New,Yes,Yes,Completed,Rainy,Morning
ORD-100976,7/5/2023,DK004,Dunkins Store DK004,South,Texas,Dallas,B003,Cold Brew,Coffee,Large,Iced,1,4.43,0.2,3.54,1.01,2.53,Mobile App,Gift Card,Returning,Yes,Yes,Completed,Rainy,Morning
ORD-100977,8/17/2023,DK014,Dunkins Store DK014,South,Florida,Miami,B001,Original Blend Coffee,Coffee,Large,Hot,3,3.3,0.2,7.92,1.86,6.06,Mobile App,Mobile Wallet,Returning,Yes,Yes,Completed,Sunny,Afternoon
ORD-100978,7/4/2023,DK017,Dunkins Store DK017,Midwest,Ohio,Columbus,B005,Cappuccino,Espresso,Medium,Hot,2,4.85,0.1,8.73,2.27,6.46,In-Store,Debit Card,Returning,Yes,No,Completed,Cloudy,Morning
ORD-100979,11/7/2023,DK019,Dunkins Store DK019,South,Georgia,Atlanta,B001,Original Blend Coffee,Coffee,Small,Hot,1,2.53,0,2.53,0.61,1.92,Drive-Thru,Debit Card,New,No,No,Completed,Snowy,Evening
ORD-100980,6/1/2023,DK024,Dunkins Store DK024,South,Georgia,Atlanta,B003,Cold Brew,Coffee,Medium,Iced,4,4.04,0.05,15.35,3.85,11.5,Delivery,Debit Card,Returning,Yes,No,Completed,Sunny,Morning
ORD-100981,5/7/2023,DK023,Dunkins Store DK023,West,Arizona,Phoenix,B009,Frozen Coffee,Frozen Drinks,Medium,Frozen,2,5.81,0,11.62,3.38,8.24,Drive-Thru,Gift Card,Returning,No,Yes,Completed,Cold,Afternoon
ORD-100982,9/14/2023,DK024,Dunkins Store DK024,West,Colorado,Denver,B002,Iced Coffee,Coffee,Small,Iced,5,3.11,0,15.55,4,11.55,Mobile App,Cash,New,No,Yes,Completed,Sunny,Morning
ORD-100983,11/26/2024,DK026,Dunkins Store DK026,West,Colorado,Denver,F002,Bagel with Cream Cheese,Bakery,NA,NA,5,3.57,0.15,15.17,5.11,10.06,Mobile App,Mobile Wallet,New,Yes,No,Completed,Snowy,Night
ORD-100984,7/19/2024,DK022,Dunkins Store DK022,Midwest,Ohio,Columbus,B006,Americano,Espresso,Small,Iced,2,3.31,0.2,5.3,1.48,3.82,Delivery,Mobile Wallet,Returning,Yes,No,Completed,Cloudy,Night
ORD-100985,7/16/2023,DK009,Dunkins Store DK009,West,Washington,Seattle,B011,Strawberry Refresher,Refreshers,Medium,Iced,4,4.33,0.2,13.86,4.17,9.69,In-Store,Cash,Returning,Yes,No,Completed,Cold,Afternoon
ORD-100986,1/5/2024,DK010,Dunkins Store DK010,Northeast,Pennsylvania,Philadelphia,B012,Mango Refresher,Refreshers,Medium,Iced,1,4.49,0.05,4.27,1.03,3.24,Mobile App,Gift Card,Returning,Yes,Yes,Completed,Rainy,Morning
ORD-100987,2/14/2023,DK003,Dunkins Store DK003,West,Arizona,Phoenix,B002,Iced Coffee,Coffee,Large,Iced,4,4.18,0.15,14.21,3.2,11.01,In-Store,Credit Card,New,Yes,No,Completed,Cloudy,Morning
ORD-100988,9/30/2023,DK010,Dunkins Store DK010,Northeast,New York,New York,B002,Iced Coffee,Coffee,Large,Iced,2,3.96,0.15,6.73,1.72,5.01,Drive-Thru,Cash,Returning,Yes,Yes,Completed,Snowy,Afternoon
ORD-100989,7/30/2023,DK026,Dunkins Store DK026,South,North Carolina,Charlotte,B006,Americano,Espresso,Small,Hot,1,3.51,0.2,2.81,0.78,2.03,In-Store,Mobile Wallet,New,Yes,No,Completed,Cold,Morning
ORD-100990,11/14/2023,DK018,Dunkins Store DK018,Northeast,Massachusetts,Boston,B011,Strawberry Refresher,Refreshers,Small,Iced,1,4.19,0,4.19,1.12,3.07,Mobile App,Gift Card,Returning,No,No,Completed,Snowy,Afternoon
ORD-100991,1/20/2023,DK026,Dunkins Store DK026,West,California,Los Angeles,B004,Latte,Espresso,Small,Iced,1,4.09,0.15,3.48,1.23,2.25,In-Store,Gift Card,Returning,Yes,Yes,Completed,Rainy,Afternoon
ORD-100992,12/26/2023,DK021,Dunkins Store DK021,Northeast,New Jersey,Jersey City,F003,Muffin,Bakery,NA,NA,2,3.03,0,6.06,1.56,4.5,Mobile App,Gift Card,Returning,Yes,Yes,Completed,Rainy,Afternoon
ORD-100993,11/17/2023,DK015,Dunkins Store DK015,Midwest,Indiana,Indianapolis,F003,Muffin,Bakery,NA,NA,1,3.15,0.15,2.68,0.75,1.93,Mobile App,Gift Card,Returning,Yes,No,Completed,Rainy,Evening
ORD-100994,10/11/2023,DK005,Dunkins Store DK005,South,Florida,Miami,B004,Latte,Espresso,Large,Hot,3,5.57,0.1,15.04,3.77,11.27,Delivery,Debit Card,New,Yes,No,Completed,Cold,Morning
ORD-100995,7/26/2024,DK014,Dunkins Store DK014,Northeast,New Jersey,Jersey City,B008,Black Tea,Tea,Small,Iced,2,2.48,0,4.96,1.2,-1.88,Drive-Thru,Gift Card,New,No,Yes,Refunded,Sunny,Morning
ORD-100996,8/20/2024,DK023,Dunkins Store DK023,West,California,Los Angeles,B008,Black Tea,Tea,Medium,Iced,2,2.91,0.1,5.24,1.19,4.05,In-Store,Credit Card,Returning,Yes,Yes,Completed,Cloudy,Evening
ORD-100997,6/5/2024,DK009,Dunkins Store DK009,Midwest,Michigan,Detroit,B004,Latte,Espresso,Medium,Iced,3,5.14,0,15.42,3.55,11.87,Drive-Thru,Gift Card,Returning,No,No,Completed,Snowy,Morning
ORD-100998,10/1/2023,DK012,Dunkins Store DK012,South,Texas,Dallas,B007,Matcha Latte,Tea,Small,Hot,2,4.41,0.15,7.5,2.62,4.88,Delivery,Mobile Wallet,New,Yes,Yes,Completed,Rainy,Afternoon
ORD-100999,5/27/2023,DK026,Dunkins Store DK026,Northeast,New Jersey,Jersey City,B006,Americano,Espresso,Large,Iced,3,3.97,0.15,10.12,2.45,7.67,Drive-Thru,Cash,Returning,Yes,Yes,Completed,Cold,Afternoon
ORD-101000,1/16/2023,DK001,Dunkins Store DK001,West,California,Los Angeles,F003,Muffin,Bakery,NA,NA,6,2.98,0.2,14.3,5.09,9.21,Mobile App,Mobile Wallet,Returning,Yes,No,Completed,Cloudy,Morning
ORD-101001,2/22/2024,DK023,Dunkins Store DK023,West,Arizona,Phoenix,B002,Iced Coffee,Coffee,Small,Iced,1,3.37,0,3.37,0.85,-1.26,Mobile App,Credit Card,Returning,No,Yes,Refunded,Snowy,Night
ORD-101002,12/10/2023,DK024,Dunkins Store DK024,South,Texas,Dallas,F002,Bagel with Cream Cheese,Bakery,NA,NA,4,3.77,0.15,12.82,4.01,8.81,Mobile App,Credit Card,Returning,Yes,No,Completed,Cloudy,Morning
ORD-101003,3/20/2023,DK005,Dunkins Store DK005,South,Florida,Miami,B004,Latte,Espresso,Medium,Hot,2,5.11,0,10.22,2.55,7.67,Drive-Thru,Cash,New,No,No,Completed,Cold,Afternoon
ORD-101004,5/21/2023,DK029,Dunkins Store DK029,South,Georgia,Atlanta,B001,Original Blend Coffee,Coffee,Medium,Hot,1,2.81,0.1,2.53,0.67,1.86,Mobile App,Mobile Wallet,New,Yes,Yes,Completed,Cloudy,Evening
